"","MONTH","WKDY_IM","HOUR_IM","REL_ROAD","LGTCON_IM","WEATHR_IM","VTRAFWAY","VSURCOND","VTRAFCON","SPEEDREL","PCRASH1_IM","PBSEX","PBCWALK","PBSWALK","PEDPOS","MOTMAN","PEDCGP","MDRDSTRD","DRIMPAIR","MVISOBSC","MTM_CRSH","NMIMPAIR","MPR_ACT","INJ_SEV","PBAGE","BDYcats","SPcats","LIMcats"
"2143","fall","sun","nightLate","onRoad","darkNotLgt","clear","twoWayNoDivide","dry","none","no","1","male","0","1","lane","unk","750","no","no","no","19","notImpair","3","TRUE","31_45","auto","35_40","40"
"2144","fall","sun","nightLate","onRoad","darkNotLgt","clear","twoWayNoDivide","dry","none","no","1","male","0","1","lane","unk","750","no","no","no","2","notImpair","3","TRUE","31_45","auto","35_40","40"
"2146","wint","sat","nightEarly","onRoad","darkLgt","clear","twoWayNoDivide","dry","none","no","1","female","0","1","crossWalk","straight","750","no","no","no","2","tempImpair","3","TRUE","46_60","auto","unk","40"
"2147","wint","fri","morn","onRoad","day","clear","twoWayDivide","dry","lightSignal","no","11","female","1","1","unk","left","990","no","no","no","0","notImpair","4","TRUE","31_45","utility","unk","15"
"2148","spring","fri","nightEarly","onRoad","darkLgt","clear","twoWayNoDivide","dry","lightSignal","unk","1","male","1","1","crossWalk","straight","750","yes","no","no","0","tempImpair","3","FALSE","31_45","auto","unk","30"
"2150","wint","fri","morn","onRoad","dawnDusk","cloud","twoWayNoDivide","wet","none","no","1","male","0","0","lane","unk","400","no","no","no","0","notImpair","6","FALSE","16_30","auto","unk","unk"
"2152","spring","wkday","morn","onRoad","day","clear","twoWayNoDivide","dry","none","no","1","male","0","0","lane","unk","750","no","no","no","1","notImpair","3","FALSE","31_45","auto","unk","45"
"2155","spring","wkday","aftern","onRoad","day","clear","unk","dry","none","no","13","female","0","0","unk","unk","200","no","no","no","0","notImpair","3","FALSE","16_30","auto","unk","unk"
"2156","spring","wkday","morn","onRoad","day","clear","unk","dry","lightSignal","no","11","female","0","0","unk","left","790","no","no","yes","0","notImpair","3","FALSE","31_45","auto","unk","unk"
"2157","spring","wkday","aftern","offRoad","day","clear","unk","dry","none","no","11","male","0","0","unk","unk","460","no","no","no","0","notImpair","9","FALSE","61_75","utility","unk","unk"
"2158","fall","sat","nightEarly","onRoad","darkNotLgt","clear","twoWayDivide","dry","none","no","1","male","0","0","inters","straight","750","no","no","no","0","notImpair","3","TRUE","16_30","auto","25_30","45"
"2161","fall","fri","morn","onRoad","dawnDusk","clear","twoWayNoDivide","dry","physSign","no","10","male","0","1","crossWalk","right","790","yes","no","yes","0","notImpair","3","FALSE","61_75","lightTruck","unk","25"
"2163","spring","wkday","morn","onRoad","day","rain","unk","wet","lightSignal","unk","10","female","0","0","unk","unk","790","yes","no","yes","0","notImpair","3","FALSE","31_45","vanLight","unk","unk"
"2164","spring","wkday","nightEarly","onRoad","darkLgt","clear","unk","dry","lightSignal","no","10","female","0","0","inters","left","790","no","no","no","11","notImpair","3","FALSE","31_45","auto","unk","unk"
"2166","summ","wkday","morn","onRoad","day","clear","unk","dry","physSign","no","5","male","0","1","crossWalk","right","990","no","no","no","11","notImpair","3","FALSE","31_45","auto","0_5","25"
"2168","fall","wkday","nightEarly","onRoad","darkNotLgt","cloud","unk","dry","unk","no","1","male","0","0","lane","unk","990","no","no","no","0","notImpair","3","TRUE","46_60","utility","35_40","65"
"2170","spring","wkday","morn","onRoad","day","cloud","unk","dry","lightSignal","no","11","male","0","0","crossWalk","left","790","no","no","no","0","notImpair","3","FALSE","61_75","vanLight","unk","unk"
"2171","spring","fri","aftern","onRoad","day","clear","unk","dry","physSign","no","10","male","0","0","unk","right","310","no","no","no","0","notImpair","8","FALSE","31_45","auto","unk","unk"
"2172","summ","wkday","nightEarly","onRoad","darkLgt","cloud","twoWayNoDivide","dry","none","unk","1","male","0","0","lane","unk","990","no","no","no","0","notImpair","12","TRUE","46_60","vanLight","unk","40"
"2173","summ","sun","nightEarly","onRoad","day","clear","twoWayDivide","dry","none","yes","1","female","0","0","lane","unk","400","yes","no","no","0","notImpair","5","TRUE","16_30","auto","unk","40"
"2174","summ","fri","aftern","onRoad","day","clear","twoWayDivide","dry","none","no","1","male","0","0","lane","unk","740","yes","no","no","2","notImpair","3","FALSE","16_30","utility","unk","45"
"2175","summ","fri","aftern","onRoad","day","clear","twoWayDivide","dry","none","no","1","male","0","0","lane","unk","740","yes","no","no","11","notImpair","3","FALSE","16_30","utility","unk","45"
"2182","wint","wkday","nightEarly","onRoad","darkNotLgt","clear","twoWayNoDivide","dry","none","no","1","female","0","0","lane","unk","740","no","no","yes","2","notImpair","3","FALSE","16_30","auto","unk","35"
"2183","wint","wkday","nightEarly","onRoad","darkNotLgt","clear","twoWayNoDivide","dry","none","no","1","female","0","0","lane","unk","740","no","no","yes","1","notImpair","3","FALSE","16_30","auto","unk","35"
"2184","summ","wkday","morn","onRoad","day","clear","twoWayNoDivide","dry","physSign","no","10","female","1","1","crossWalk","right","790","no","no","no","0","notImpair","3","FALSE","46_60","auto","unk","25"
"2185","spring","fri","nightEarly","onRoad","day","clear","twoWayDivide","dry","lightSignal","no","11","female","1","0","crossWalk","left","790","no","no","no","0","notImpair","3","FALSE","31_45","auto","unk","35"
"2188","fall","fri","aftern","onRoad","day","cloud","twoWayNoDivide","dry","none","no","1","unk","0","0","lane","unk","310","no","no","no","4","notImpair","8","FALSE","unk","auto","10_15","25"
"2191","fall","wkday","aftern","onRoad","day","clear","nonTraffic","unk","physSign","unk","10","female","0","0","shoulder","unk","460","yes","no","yes","0","notImpair","3","FALSE","16_30","utility","unk","none"
"2192","fall","fri","nightLate","offRoad","darkNotLgt","rain","twoWayDivide","wet","none","no","1","male","0","0","lane","unk","990","no","no","no","4","notImpair","12","TRUE","46_60","heavyTruck","unk","70"
"2195","fall","wkday","nightEarly","offRoad","day","clear","twoWayNoDivide","dry","none","no","1","female","0","0","nonTraffic","unk","800","yes","no","no","0","notImpair","9","FALSE","16_30","auto","unk","25"
"2197","summ","fri","morn","onRoad","day","clear","unk","dry","lightSignal","no","11","male","0","0","crossWalk","left","790","no","no","no","0","notImpair","3","TRUE","75plus","utility","unk","unk"
"2203","fall","sat","nightLate","onRoad","darkLgt","clear","twoWayNoDivide","dry","none","no","1","male","0","0","lane","unk","990","no","no","no","4","notImpair","8","FALSE","31_45","utility","20_25","35"
"2204","fall","sat","nightLate","onRoad","darkLgt","clear","twoWayNoDivide","dry","none","no","1","male","0","0","lane","unk","990","no","no","no","4","notImpair","8","FALSE","16_30","utility","20_25","35"
"2206","wint","wkday","aftern","offRoad","day","clear","unk","dry","none","no","8","female","0","0","shoulder","unk","200","no","no","no","4","notImpair","9","FALSE","46_60","vanLight","unk","unk"
"2209","wint","wkday","aftern","onRoad","day","rain","unk","wet","lightSignal","no","11","male","1","0","crossWalk","left","790","no","no","no","0","notImpair","3","FALSE","46_60","auto","unk","unk"
"2210","wint","fri","nightEarly","onRoad","darkLgt","clear","unk","dry","none","no","10","male","0","0","lane","right","790","no","no","yes","12","notImpair","3","FALSE","31_45","vanLight","unk","unk"
"2215","summ","wkday","aftern","onRoad","day","clear","twoWayDivide","dry","lightSignal","no","10","female","0","0","crossWalk","right","790","no","no","no","0","notImpair","3","FALSE","61_75","auto","unk","45"
"2216","spring","fri","aftern","onRoad","day","clear","twoWayNoDivide","dry","physSign","unk","10","female","1","0","crossWalk","right","790","yes","no","yes","0","notImpair","3","FALSE","16_30","auto","unk","unk"
"2217","wint","wkday","aftern","onRoad","day","clear","twoWayNoDivide","dry","physSign","no","11","female","0","0","inters","left","790","no","no","no","0","notImpair","3","FALSE","31_45","auto","unk","unk"
"2218","spring","wkday","nightEarly","onRoad","darkLgt","clear","twoWayDivide","dry","lightSignal","no","11","female","1","0","crossWalk","left","790","no","no","no","0","notImpair","3","TRUE","16_30","auto","0_5","45"
"2220","spring","wkday","aftern","onRoad","day","clear","unk","dry","lightSignal","no","11","female","0","0","crossWalk","left","790","no","no","no","11","notImpair","3","FALSE","46_60","utility","unk","unk"
"2221","spring","fri","aftern","onRoad","day","clear","unk","dry","lightSignal","no","1","male","0","0","unk","straight","340","yes","no","yes","3","notImpair","3","FALSE","16_30","bus","unk","unk"
"2223","spring","sat","nightEarly","onRoad","darkLgt","clear","unk","dry","lightSignal","unk","1","male","1","0","crossWalk","straight","750","no","no","no","0","notImpair","3","FALSE","31_45","lightTruck","unk","unk"
"2224","spring","wkday","aftern","onRoad","day","rain","unk","wet","lightSignal","no","1","female","0","0","crossWalk","straight","750","no","no","no","2","notImpair","3","TRUE","31_45","vanLight","unk","unk"
"2225","spring","wkday","aftern","onRoad","day","rain","unk","wet","lightSignal","no","1","female","0","0","crossWalk","straight","750","no","no","no","3","notImpair","3","TRUE","31_45","vanLight","unk","unk"
"2227","spring","wkday","aftern","onRoad","day","clear","unk","dry","lightSignal","no","1","male","0","0","crossWalk","straight","740","no","no","yes","1","notImpair","3","FALSE","61_75","utility","unk","unk"
"2228","spring","wkday","aftern","onRoad","day","clear","unk","dry","lightSignal","no","1","male","0","0","crossWalk","straight","740","no","no","yes","2","notImpair","3","FALSE","61_75","utility","unk","unk"
"2229","spring","wkday","aftern","onRoad","day","clear","unk","dry","lightSignal","no","1","male","0","0","crossWalk","straight","740","no","no","yes","3","notImpair","3","FALSE","61_75","utility","unk","unk"
"2230","spring","wkday","aftern","onRoad","day","clear","unk","dry","none","no","13","male","0","0","lane","unk","200","no","no","no","2","notImpair","3","FALSE","46_60","auto","unk","unk"
"2231","spring","wkday","aftern","onRoad","day","clear","unk","dry","none","no","13","male","0","0","lane","unk","200","no","no","no","12","notImpair","3","FALSE","46_60","auto","unk","unk"
"2233","spring","wkday","aftern","onRoad","day","clear","unk","dry","none","no","1","male","0","0","lane","unk","350","yes","no","no","5","notImpair","8","FALSE","46_60","bus","unk","unk"
"2234","spring","wkday","aftern","onRoad","day","clear","unk","dry","none","no","1","male","0","0","lane","unk","350","yes","no","no","4","notImpair","8","FALSE","46_60","bus","unk","unk"
"2239","fall","wkday","aftern","onRoad","day","clear","twoWayNoDivide","dry","none","no","1","female","0","1","lane","unk","340","no","no","no","2","notImpair","3","FALSE","0_15","auto","15_20","25"
"2240","fall","wkday","aftern","onRoad","day","clear","twoWayNoDivide","dry","none","no","1","female","0","1","lane","unk","340","no","no","no","2","notImpair","3","FALSE","0_15","auto","15_20","25"
"2243","wint","wkday","morn","onRoad","day","clear","twoWayNoDivide","dry","none","no","1","female","1","0","lane","unk","750","no","no","no","2","notImpair","3","FALSE","61_75","utility","unk","unk"
"2247","spring","sat","morn","onRoad","day","clear","unk","dry","lightSignal","no","11","male","0","0","crossWalk","left","790","no","no","no","0","notImpair","3","FALSE","31_45","auto","unk","unk"
"2248","wint","sun","aftern","onRoad","day","clear","twoWayDivide","dry","none","unk","1","male","1","0","lane","unk","750","no","no","no","4","notImpair","8","TRUE","31_45","auto","unk","unk"
"2249","fall","wkday","nightEarly","offRoad","darkNotLgt","clear","unk","dry","none","unk","10","female","0","0","shoulder","unk","990","yes","no","yes","0","notImpair","9","FALSE","16_30","auto","unk","35"
"2251","fall","wkday","aftern","onRoad","day","clear","twoWayDivide","dry","physSign","no","1","male","0","0","inters","straight","990","yes","no","no","0","notImpair","8","TRUE","31_45","heavyTruck","20_25","30"
"2253","summ","wkday","morn","onRoad","day","clear","unk","dry","none","no","4","male","0","0","lane","straight","750","no","no","no","2","notImpair","3","TRUE","46_60","bus","unk","unk"
"2255","summ","sun","nightEarly","onRoad","day","clear","unk","dry","lightSignal","no","11","male","0","0","crossWalk","left","790","no","no","yes","0","notImpair","3","FALSE","31_45","auto","unk","unk"
"2256","summ","wkday","aftern","onRoad","day","clear","unk","dry","lightSignal","no","11","female","1","0","crossWalk","left","790","no","no","no","2","notImpair","3","FALSE","46_60","auto","unk","unk"
"2257","fall","sun","aftern","onRoad","day","clear","twoWayNoDivide","dry","none","no","11","male","0","0","crossWalk","left","790","no","no","no","0","tempImpair","3","TRUE","75plus","utility","unk","40"
"2258","summ","fri","morn","onRoad","day","clear","unk","dry","none","no","1","male","0","0","lane","unk","740","no","no","yes","2","notImpair","3","FALSE","31_45","vanLight","unk","unk"
"2259","summ","fri","morn","onRoad","day","clear","unk","dry","none","no","1","male","0","0","lane","unk","740","no","no","yes","1","notImpair","3","FALSE","31_45","vanLight","unk","unk"
"2260","summ","fri","morn","onRoad","day","clear","unk","dry","none","no","1","male","0","0","lane","unk","740","no","no","yes","12","notImpair","3","FALSE","31_45","vanLight","unk","unk"
"2261","summ","sun","nightEarly","onRoad","darkLgt","clear","twoWayNoDivide","dry","lightSignal","no","1","male","0","0","crossWalk","straight","740","no","no","no","11","notImpair","3","FALSE","31_45","auto","unk","35"
"2262","summ","sun","nightEarly","onRoad","darkLgt","clear","twoWayNoDivide","dry","lightSignal","no","1","male","0","0","crossWalk","straight","740","no","no","no","19","notImpair","3","FALSE","31_45","auto","unk","35"
"2263","fall","sun","nightEarly","offRoad","darkNotLgt","clear","twoWayNoDivide","dry","none","unk","14","male","0","0","shoulder","unk","400","yes","no","yes","0","notImpair","5","FALSE","unk","utility","20_25","25"
"2265","summ","wkday","nightLate","onRoad","darkLgt","rain","unk","wet","none","unk","10","male","0","0","inters","unk","750","yes","no","yes","3","notImpair","3","FALSE","75plus","auto","unk","unk"
"2266","summ","sun","aftern","onRoad","day","clear","unk","dry","lightSignal","no","1","male","0","0","inters","straight","750","no","no","no","2","notImpair","3","FALSE","0_15","auto","unk","unk"
"2267","summ","sat","morn","onRoad","day","clear","unk","dry","none","no","6","male","0","0","lane","unk","990","no","no","no","0","notImpair","9","FALSE","46_60","auto","unk","unk"
"2268","wint","wkday","aftern","onRoad","day","clear","unk","dry","lightSignal","no","11","female","1","0","crossWalk","left","790","no","no","no","0","notImpair","3","FALSE","0_15","auto","unk","unk"
"2269","wint","wkday","aftern","onRoad","day","clear","unk","dry","lightSignal","no","11","female","1","0","crossWalk","left","790","no","no","no","0","notImpair","3","FALSE","61_75","auto","unk","unk"
"2270","wint","fri","nightEarly","onRoad","darkLgt","clear","unk","dry","lightSignal","unk","11","female","1","0","crossWalk","left","790","yes","no","yes","0","notImpair","3","FALSE","16_30","utility","unk","unk"
"2273","spring","fri","aftern","offRoad","day","cloud","twoWayNoDivide","dry","lightSignal","no","14","male","0","1","shoulder","straight","400","no","no","no","0","notImpair","6","TRUE","46_60","vanLight","20_25","35"
"2274","wint","wkday","aftern","onRoad","day","clear","unk","dry","lightSignal","no","1","female","0","0","crossWalk","straight","750","no","no","no","3","notImpair","3","FALSE","16_30","utility","unk","unk"
"2275","wint","wkday","aftern","onRoad","day","clear","unk","dry","lightSignal","no","1","female","0","0","crossWalk","straight","750","no","no","no","2","notImpair","3","FALSE","16_30","utility","unk","unk"
"2278","spring","wkday","aftern","onRoad","day","clear","unk","dry","lightSignal","no","1","female","0","0","crossWalk","straight","750","no","no","no","0","notImpair","3","FALSE","61_75","auto","unk","unk"
"2279","spring","sun","nightLate","onRoad","darkLgt","clear","unk","dry","none","no","1","male","1","0","lane","unk","750","no","yes","no","2","notImpair","3","TRUE","16_30","auto","unk","unk"
"2280","spring","sun","nightLate","onRoad","darkLgt","clear","unk","dry","none","no","1","male","1","0","lane","unk","750","no","yes","no","12","notImpair","3","TRUE","16_30","auto","unk","unk"
"2281","spring","wkday","aftern","onRoad","day","clear","unk","dry","lightSignal","no","11","female","0","0","crossWalk","left","790","no","no","no","0","notImpair","3","FALSE","31_45","lightTruck","unk","unk"
"2282","spring","wkday","morn","onRoad","day","rain","unk","wet","none","unk","11","female","0","0","crossWalk","left","790","yes","no","yes","0","notImpair","3","FALSE","16_30","vanLight","unk","unk"
"2283","spring","fri","aftern","onRoad","day","clear","unk","dry","lightSignal","unk","1","female","0","0","crossWalk","straight","750","yes","no","yes","0","notImpair","3","FALSE","16_30","auto","unk","unk"
"2284","spring","sat","nightEarly","onRoad","darkLgt","clear","unk","dry","none","no","1","male","0","0","lane","unk","740","no","no","yes","2","notImpair","3","FALSE","0_15","auto","unk","unk"
"2285","spring","sat","nightEarly","onRoad","darkLgt","clear","unk","dry","none","no","1","male","0","0","lane","unk","740","no","no","yes","1","notImpair","3","FALSE","0_15","auto","unk","unk"
"2288","spring","fri","morn","onRoad","day","clear","unk","dry","none","no","11","male","0","0","crossWalk","left","790","no","no","no","0","notImpair","3","FALSE","0_15","auto","unk","unk"
"2289","spring","fri","morn","onRoad","day","clear","unk","dry","none","no","11","female","0","0","crossWalk","left","790","no","no","no","0","notImpair","3","FALSE","0_15","auto","unk","unk"
"2290","spring","fri","morn","onRoad","day","clear","unk","dry","none","no","11","female","0","0","crossWalk","left","790","no","no","no","0","notImpair","3","FALSE","16_30","auto","unk","unk"
"2292","spring","wkday","morn","onRoad","day","rain","unk","wet","lightSignal","no","10","male","0","0","crossWalk","right","790","no","no","no","0","notImpair","3","FALSE","16_30","auto","unk","unk"
"2293","spring","wkday","aftern","onRoad","day","clear","unk","dry","lightSignal","no","1","male","0","0","unk","straight","750","no","no","no","2","notImpair","3","FALSE","0_15","lightTruck","unk","unk"
"2294","spring","sun","aftern","onRoad","day","clear","unk","dry","lightSignal","no","11","female","0","0","crossWalk","left","790","yes","no","no","0","notImpair","3","TRUE","46_60","auto","unk","unk"
"2295","spring","wkday","aftern","onRoad","day","clear","unk","dry","lightSignal","no","11","female","0","0","crossWalk","left","790","no","no","no","11","notImpair","3","FALSE","61_75","auto","unk","unk"
"2296","spring","wkday","morn","onRoad","day","clear","unk","dry","lightSignal","unk","1","male","0","0","crossWalk","straight","750","no","no","no","3","notImpair","3","FALSE","0_15","auto","unk","unk"
"2297","spring","wkday","morn","onRoad","day","clear","unk","dry","lightSignal","unk","1","male","0","0","crossWalk","straight","750","no","no","no","2","notImpair","3","FALSE","0_15","auto","unk","unk"
"2299","summ","fri","nightEarly","onRoad","darkLgt","clear","unk","dry","lightSignal","no","1","male","0","0","crossWalk","straight","750","yes","no","no","2","notImpair","3","FALSE","0_15","auto","unk","unk"
"2300","summ","fri","nightEarly","onRoad","darkLgt","clear","unk","dry","lightSignal","no","1","male","0","0","crossWalk","straight","750","yes","no","no","3","notImpair","3","FALSE","0_15","auto","unk","unk"
"2303","summ","wkday","nightEarly","onRoad","dawnDusk","clear","unk","dry","none","no","1","male","0","0","lane","unk","740","no","no","yes","1","notImpair","3","FALSE","0_15","auto","unk","unk"
"2305","summ","wkday","nightEarly","onRoad","day","clear","unk","dry","none","no","1","male","0","0","inters","straight","750","no","no","no","11","notImpair","3","FALSE","0_15","auto","unk","unk"
"2306","summ","wkday","nightEarly","onRoad","day","clear","unk","dry","none","no","1","male","0","0","inters","straight","750","no","no","no","4","notImpair","8","FALSE","0_15","auto","unk","unk"
"2307","summ","wkday","nightEarly","onRoad","day","clear","unk","dry","none","no","1","male","0","0","inters","straight","750","no","no","no","11","notImpair","8","FALSE","0_15","auto","unk","unk"
"2308","summ","wkday","nightEarly","onRoad","day","clear","unk","dry","none","no","1","male","0","0","inters","straight","750","no","no","no","4","notImpair","3","FALSE","0_15","auto","unk","unk"
"2309","fall","fri","morn","onRoad","day","clear","twoWayNoDivide","dry","none","no","1","male","0","0","lane","unk","400","no","no","no","0","notImpair","8","TRUE","0_15","auto","10_15","25"
"2310","fall","fri","morn","onRoad","day","clear","twoWayNoDivide","dry","none","no","1","male","0","0","lane","unk","400","no","no","no","0","notImpair","8","TRUE","0_15","auto","10_15","25"
"2311","fall","fri","morn","onRoad","day","clear","twoWayNoDivide","dry","none","no","1","male","0","0","lane","unk","400","no","no","no","0","notImpair","8","TRUE","31_45","auto","10_15","25"
"2312","fall","wkday","morn","onRoad","day","clear","twoWayNoDivide","dry","none","no","1","male","1","0","crossWalk","unk","750","no","no","no","0","notImpair","3","FALSE","unk","auto","5_10","10"
"2316","fall","fri","nightLate","onRoad","darkLgt","clear","unk","dry","unk","no","1","male","0","0","lane","unk","750","no","no","no","0","notImpair","2","FALSE","16_30","auto","unk","35"
"2317","fall","fri","nightLate","onRoad","darkLgt","clear","unk","dry","unk","no","1","male","0","0","lane","unk","750","no","no","no","0","notImpair","8","FALSE","16_30","auto","unk","35"
"2318","fall","wkday","aftern","onRoad","day","clear","twoWayNoDivide","dry","unk","no","11","female","1","0","crossWalk","left","790","no","no","no","0","notImpair","3","FALSE","61_75","utility","10_15","30"
"2321","summ","sat","nightEarly","onRoad","day","clear","unk","dry","lightSignal","no","11","male","0","0","crossWalk","left","790","no","no","no","0","notImpair","3","FALSE","31_45","auto","unk","unk"
"2322","summ","sat","nightEarly","onRoad","day","clear","unk","dry","none","unk","8","female","0","0","lane","unk","200","yes","no","yes","0","notImpair","8","FALSE","31_45","motorcycle","unk","unk"
"2323","spring","fri","aftern","onRoad","day","cloud","nonTraffic","unk","none","no","10","female","0","1","lane","unk","460","yes","no","no","0","notImpair","3","FALSE","16_30","auto","unk","none"
"2326","fall","wkday","morn","onRoad","day","clear","twoWayNoDivide","dry","none","no","1","male","0","0","lane","unk","400","yes","no","no","0","notImpair","5","FALSE","46_60","auto","15_20","35"
"2327","fall","wkday","morn","onRoad","day","clear","twoWayNoDivide","dry","none","no","1","male","0","0","lane","unk","400","yes","no","no","0","notImpair","4","FALSE","46_60","auto","15_20","35"
"2330","spring","fri","nightEarly","onRoad","darkLgt","clear","unk","dry","none","no","1","male","0","0","lane","unk","740","no","no","yes","2","notImpair","3","FALSE","46_60","auto","unk","unk"
"2331","spring","fri","nightEarly","onRoad","darkLgt","clear","unk","dry","none","no","1","male","0","0","lane","unk","740","no","no","yes","1","notImpair","3","FALSE","46_60","auto","unk","unk"
"2333","fall","wkday","morn","offRoad","day","clear","twoWayDivide","dry","none","no","1","female","0","0","shoulder","unk","400","yes","no","no","0","notImpair","6","FALSE","16_30","auto","40_55","45"
"2334","fall","wkday","nightEarly","onRoad","darkLgt","clear","twoWayNoDivide","dry","none","no","1","male","0","0","inters","straight","750","no","no","no","2","notImpair","3","TRUE","46_60","auto","40_55","40"
"2335","fall","wkday","nightEarly","offRoad","darkNotLgt","clear","twoWayNoDivide","dry","none","no","1","female","0","0","shoulder","unk","400","no","no","no","19","notImpair","5","TRUE","31_45","auto","30_35","40"
"2337","wint","wkday","nightEarly","onRoad","dawnDusk","rain","nonTraffic","unk","none","unk","8","male","0","0","inters","straight","990","yes","no","yes","0","notImpair","8","FALSE","16_30","auto","unk","none"
"2338","wint","wkday","nightLate","onRoad","darkLgt","clear","twoWayDivide","dry","lightSignal","no","1","female","1","0","crossWalk","straight","990","no","no","no","0","notImpair","3","FALSE","16_30","auto","unk","30"
"2339","summ","sat","nightEarly","onRoad","darkNotLgt","clear","twoWayNoDivide","dry","none","no","1","male","0","0","lane","unk","350","yes","no","no","0","notImpair","10","FALSE","unk","utility","15_20","25"
"2340","summ","sat","nightEarly","onRoad","darkNotLgt","clear","twoWayNoDivide","dry","none","no","1","male","0","0","lane","unk","350","yes","no","no","0","notImpair","11","FALSE","unk","utility","15_20","25"
"2342","summ","sat","nightEarly","onRoad","darkLgt","clear","twoWayNoDivide","dry","none","no","4","female","0","1","lane","unk","990","no","no","no","4","tempImpair","8","FALSE","46_60","bus","unk","40"
"2343","summ","sat","nightEarly","onRoad","darkLgt","clear","twoWayNoDivide","dry","none","no","4","female","0","1","lane","unk","990","no","no","no","0","tempImpair","8","FALSE","46_60","bus","unk","40"
"2344","summ","wkday","aftern","onRoad","day","clear","twoWayNoDivide","dry","none","no","13","male","0","0","lane","unk","200","yes","no","no","0","notImpair","14","FALSE","unk","utility","unk","none"
"2345","wint","sun","nightEarly","onRoad","darkLgt","clear","twoWayNoDivide","dry","none","no","1","male","1","1","lane","unk","750","no","no","no","2","notImpair","3","TRUE","61_75","auto","unk","25"
"2346","wint","sun","nightEarly","onRoad","darkLgt","clear","twoWayNoDivide","dry","none","no","1","male","1","1","lane","unk","750","no","no","no","12","notImpair","3","TRUE","61_75","auto","unk","25"
"2347","summ","wkday","nightEarly","onRoad","day","clear","twoWayNoDivide","dry","none","no","1","male","1","0","crossWalk","unk","750","yes","no","no","0","notImpair","3","FALSE","16_30","utility","unk","none"
"2348","summ","wkday","nightEarly","onRoad","day","clear","twoWayNoDivide","dry","none","no","1","male","1","0","crossWalk","unk","750","yes","no","no","0","notImpair","3","FALSE","16_30","utility","unk","none"
"2350","summ","fri","nightEarly","onRoad","day","clear","twoWayNoDivide","dry","lightSignal","no","10","male","1","1","crossWalk","right","790","yes","no","no","0","notImpair","3","FALSE","16_30","lightTruck","unk","40"
"2351","wint","wkday","nightEarly","onRoad","darkLgt","clear","twoWayNoDivide","dry","none","no","1","female","0","9","lane","unk","400","no","no","no","2","notImpair","6","TRUE","16_30","lightTruck","unk","35"
"2352","summ","fri","aftern","onRoad","day","clear","twoWayDivide","dry","lightSignal","no","1","male","1","1","lane","straight","990","no","no","no","2","notImpair","3","FALSE","16_30","lightTruck","unk","45"
"2353","fall","wkday","morn","onRoad","day","clear","twoWayDivide","dry","physSign","no","1","male","1","0","crossWalk","unk","750","no","no","no","0","notImpair","3","TRUE","75plus","utility","unk","40"
"2354","fall","fri","morn","onRoad","day","clear","twoWayNoDivide","dry","none","no","1","male","0","0","lane","unk","750","no","no","yes","0","notImpair","1","FALSE","0_15","utility","unk","25"
"2355","fall","wkday","aftern","onRoad","day","clear","twoWayNoDivide","dry","physSign","no","11","male","0","0","inters","left","790","no","no","no","0","notImpair","3","FALSE","61_75","utility","unk","35"
"2356","fall","sun","aftern","onRoad","day","clear","nonTraffic","unk","none","no","10","female","0","1","shoulder","unk","460","no","no","no","0","notImpair","3","FALSE","61_75","auto","unk","none"
"2357","fall","wkday","morn","onRoad","day","clear","twoWayNoDivide","dry","lightSignal","no","11","female","1","1","lane","unk","790","no","no","no","6","notImpair","3","TRUE","16_30","utility","10_15","30"
"2358","fall","wkday","morn","onRoad","day","clear","twoWayNoDivide","dry","lightSignal","no","11","female","1","1","lane","unk","790","no","no","no","4","notImpair","3","TRUE","16_30","utility","10_15","30"
"2361","spring","sun","nightEarly","onRoad","darkUnkLgt","clear","twoWayNoDivide","dry","none","no","1","female","0","0","lane","unk","740","no","no","no","11","notImpair","3","FALSE","0_15","auto","30_35","25"
"2363","fall","fri","morn","onRoad","day","clear","oneWay","dry","lightSignal","no","11","female","1","0","crossWalk","left","790","no","no","no","0","notImpair","3","FALSE","61_75","utility","unk","35"
"2365","fall","sat","aftern","onRoad","day","clear","twoWayDivide","dry","lightSignal","no","10","female","1","0","crossWalk","right","790","no","no","no","0","notImpair","3","FALSE","31_45","auto","unk","40"
"2371","spring","sun","nightEarly","onRoad","darkLgt","clear","twoWayNoDivide","dry","lightSignal","no","1","female","1","0","crossWalk","straight","750","no","no","no","2","notImpair","3","TRUE","46_60","auto","0_5","40"
"2372","spring","sat","morn","onRoad","day","rain","unk","wet","none","no","3","male","0","0","lane","unk","990","no","yes","no","0","tempImpair","9","FALSE","16_30","auto","unk","unk"
"2373","spring","sat","nightLate","onRoad","darkLgt","clear","unk","dry","none","no","1","male","0","0","lane","unk","990","no","no","no","4","tempImpair","8","FALSE","31_45","auto","unk","unk"
"2375","spring","wkday","nightLate","onRoad","darkLgt","clear","unk","dry","lightSignal","no","1","male","0","0","lane","straight","740","no","no","yes","1","notImpair","3","FALSE","46_60","auto","unk","unk"
"2376","spring","wkday","nightLate","onRoad","darkLgt","clear","unk","dry","lightSignal","no","1","male","0","0","lane","straight","740","no","no","yes","12","notImpair","3","FALSE","46_60","auto","unk","unk"
"2377","spring","wkday","nightLate","onRoad","darkLgt","clear","unk","dry","lightSignal","no","1","male","0","0","lane","straight","740","no","no","yes","2","notImpair","3","FALSE","46_60","auto","unk","unk"
